agent_id,canonical_name,display_name,surface,domain,family,area,subarea,specialty,subspecialty,function,short_mission,agent_type,coordination_level,reports_to,coordinates,activation_mode,availability,risk_level,data_access_class,tool_access_class,memory_scope,human_escalation,prompt_status,implementation_status,historical_mapping,lifecycle_status,version,notes
"AG-PRO-0011","product.stasis_product_coordination.product_orchestration.coordinate.personal_guidance","Stasis Product Coordination Coordinator","PRODUCT","stasis_product_coordination","product_orchestration","Stasis","Stasis Product Coordination","Product Orchestration","","coordinate_domain","Coordinates Stasis Product Coordination coverage, bounded specialist handoffs, risk review, quality evidence, and escalation within the PRODUCT surface.","DOMAIN_COORDINATOR","DOMAIN","AG-PRO-0001","AG-PRO-0012;AG-PRO-0013;AG-PRO-0014;AG-PRO-0015;AG-PRO-0016;AG-PRO-0017;AG-PRO-0018;AG-PRO-0019;AG-PRO-0020;AG-PRO-0021;AG-PRO-0022;AG-PRO-0023;AG-PRO-0024;AG-PRO-0025;AG-PRO-0026;AG-PRO-0027;AG-PRO-0028;AG-PRO-0029;AG-PRO-0030;AG-PRO-0031;AG-PRO-0032;AG-PRO-0033;AG-PRO-0034;AG-PRO-0035;AG-PRO-0036;AG-PRO-0037;AG-PRO-0038;AG-PRO-0039;AG-PRO-0040;AG-PRO-0041;AG-PRO-0042;AG-PRO-0043;AG-PRO-0044;AG-PRO-0045;AG-PRO-0046;AG-PRO-0047;AG-PRO-0048;AG-PRO-0049;AG-PRO-0050;AG-PRO-0051;AG-PRO-0052;AG-PRO-0053;AG-PRO-0054;AG-PRO-0055;AG-PRO-0056;AG-PRO-0057;AG-PRO-0058;AG-PRO-0059;AG-PRO-0060;AG-PRO-0061;AG-PRO-0062;AG-PRO-0063;AG-PRO-0064;AG-PRO-0065;AG-PRO-0066;AG-PRO-0067;AG-PRO-0068;AG-PRO-0069;AG-PRO-0070","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","SURFACE_MEMORY","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0012","product.stasis_product_coordination.cross_area_handoff.coordinate.personal_guidance","Coordination: Cross-area Handoff — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","cross_area_handoff","Stasis","Stasis Product Coordination","Cross-area Handoff","","coordinate","Coordinates Cross-area Handoff for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0013","product.stasis_product_coordination.user_intent.coordinate.personal_guidance","Coordination: User Intent — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","user_intent","Stasis","Stasis Product Coordination","User Intent","","coordinate","Coordinates User Intent for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0014","product.stasis_product_coordination.plan_coherence.coordinate.personal_guidance","Coordination: Plan Coherence — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","plan_coherence","Stasis","Stasis Product Coordination","Plan Coherence","","coordinate","Coordinates Plan Coherence for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0015","product.stasis_product_coordination.collective_synthesis.coordinate.personal_guidance","Coordination: Collective Synthesis — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","collective_synthesis","Stasis","Stasis Product Coordination","Collective Synthesis","","coordinate","Coordinates Collective Synthesis for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0016","product.stasis_product_coordination.product_traceability.coordinate.personal_guidance","Coordination: Product Traceability — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","product_traceability","Stasis","Stasis Product Coordination","Product Traceability","","coordinate","Coordinates Product Traceability for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0017","product.stasis_product_coordination.experience_continuity.coordinate.personal_guidance","Coordination: Experience Continuity — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","experience_continuity","Stasis","Stasis Product Coordination","Experience Continuity","","coordinate","Coordinates Experience Continuity for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0018","product.stasis_product_coordination.product_orchestration.assess.personal_guidance","Assessment: Product Orchestration — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","product_orchestration","Stasis","Stasis Product Coordination","Product Orchestration","","assess","Assesses Product Orchestration for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0019","product.stasis_product_coordination.cross_area_handoff.assess.personal_guidance","Assessment: Cross-area Handoff — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","cross_area_handoff","Stasis","Stasis Product Coordination","Cross-area Handoff","","assess","Assesses Cross-area Handoff for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0020","product.stasis_product_coordination.user_intent.assess.personal_guidance","Assessment: User Intent — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","user_intent","Stasis","Stasis Product Coordination","User Intent","","assess","Assesses User Intent for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0021","product.stasis_product_coordination.plan_coherence.assess.personal_guidance","Assessment: Plan Coherence — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","plan_coherence","Stasis","Stasis Product Coordination","Plan Coherence","","assess","Assesses Plan Coherence for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0022","product.stasis_product_coordination.collective_synthesis.assess.personal_guidance","Assessment: Collective Synthesis — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","collective_synthesis","Stasis","Stasis Product Coordination","Collective Synthesis","","assess","Assesses Collective Synthesis for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0023","product.stasis_product_coordination.product_traceability.assess.personal_guidance","Assessment: Product Traceability — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","product_traceability","Stasis","Stasis Product Coordination","Product Traceability","","assess","Assesses Product Traceability for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0024","product.stasis_product_coordination.experience_continuity.assess.personal_guidance","Assessment: Experience Continuity — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","experience_continuity","Stasis","Stasis Product Coordination","Experience Continuity","","assess","Assesses Experience Continuity for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","ANALYST","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0025","product.stasis_product_coordination.product_orchestration.plan.personal_guidance","Planning: Product Orchestration — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","product_orchestration","Stasis","Stasis Product Coordination","Product Orchestration","","plan","Plans Product Orchestration for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0026","product.stasis_product_coordination.cross_area_handoff.plan.personal_guidance","Planning: Cross-area Handoff — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","cross_area_handoff","Stasis","Stasis Product Coordination","Cross-area Handoff","","plan","Plans Cross-area Handoff for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0027","product.stasis_product_coordination.user_intent.plan.personal_guidance","Planning: User Intent — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","user_intent","Stasis","Stasis Product Coordination","User Intent","","plan","Plans User Intent for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0028","product.stasis_product_coordination.plan_coherence.plan.personal_guidance","Planning: Plan Coherence — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","plan_coherence","Stasis","Stasis Product Coordination","Plan Coherence","","plan","Plans Plan Coherence for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0029","product.stasis_product_coordination.collective_synthesis.plan.personal_guidance","Planning: Collective Synthesis — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","collective_synthesis","Stasis","Stasis Product Coordination","Collective Synthesis","","plan","Plans Collective Synthesis for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0030","product.stasis_product_coordination.product_traceability.plan.personal_guidance","Planning: Product Traceability — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","product_traceability","Stasis","Stasis Product Coordination","Product Traceability","","plan","Plans Product Traceability for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
"AG-PRO-0031","product.stasis_product_coordination.experience_continuity.plan.personal_guidance","Planning: Experience Continuity — Stasis Product Coordination / Personal Guidance","PRODUCT","stasis_product_coordination","experience_continuity","Stasis","Stasis Product Coordination","Experience Continuity","","plan","Plans Experience Continuity for Personal Guidance within Stasis Product Coordination, producing bounded evidence, explicit handoffs, and human escalation when authority or risk limits are reached.","PLANNER","INDIVIDUAL_CONTRIBUTOR","AG-PRO-0011","","COORDINATOR_SELECTED","NOT_AVAILABLE","LOW","USER_SCOPED_DATA","NO_TOOLS","AGENT_PRIVATE","WHEN_OUT_OF_SCOPE_OR_HIGH_RISK","PROMPT_CREATED","DOCUMENTED_ONLY","NONE","PROMPT_CREATED","1.0.0","Canonical documentary prompt approved; runtime, authority, tools, and memory are not provisioned."
