"agent_id","risk_tier","catalog_risk_source","risk_drivers","review_level"
"AG-ADM-0166","HIGH","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_HIGH;DATA_ADMINISTRATIVE_DATA;TOOLS_READ_ONLY_TOOLS","DOMAIN_SECURITY_PRIVACY_REVIEW"
"AG-ADM-0167","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-ADM-0168","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-ADM-0169","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-ADM-0170","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-ADM-0171","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-ADM-0172","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-ADM-0173","HIGH","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_HIGH;DATA_ADMINISTRATIVE_DATA;TOOLS_READ_ONLY_TOOLS","DOMAIN_SECURITY_PRIVACY_REVIEW"
"AG-ADM-0174","HIGH","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_HIGH;DATA_ADMINISTRATIVE_DATA;TOOLS_READ_ONLY_TOOLS","DOMAIN_SECURITY_PRIVACY_REVIEW"
"AG-ADM-0175","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-ADM-0176","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-ADM-0177","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-ADM-0178","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA;TOOLS_READ_ONLY_TOOLS","DOMAIN_REVIEW"
"AG-ADM-0179","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA","DOMAIN_REVIEW"
"AG-ADM-0180","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA","DOMAIN_REVIEW"
"AG-ADM-0181","HIGH","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_HIGH;DATA_ADMINISTRATIVE_DATA","DOMAIN_SECURITY_PRIVACY_REVIEW"
"AG-ADM-0182","HIGH","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_HIGH;DATA_ADMINISTRATIVE_DATA","DOMAIN_SECURITY_PRIVACY_REVIEW"
"AG-ADM-0183","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA","DOMAIN_REVIEW"
"AG-ADM-0184","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA","DOMAIN_REVIEW"
"AG-ADM-0185","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA","DOMAIN_REVIEW"
"AG-ADM-0186","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA","DOMAIN_REVIEW"
"AG-ADM-0187","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA","DOMAIN_REVIEW"
"AG-ADM-0188","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA","DOMAIN_REVIEW"
"AG-ADM-0189","HIGH","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_HIGH;DATA_ADMINISTRATIVE_DATA","DOMAIN_SECURITY_PRIVACY_REVIEW"
"AG-ADM-0190","HIGH","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_HIGH;DATA_ADMINISTRATIVE_DATA","DOMAIN_SECURITY_PRIVACY_REVIEW"
"AG-ADM-0191","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA","DOMAIN_REVIEW"
"AG-ADM-0192","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA","DOMAIN_REVIEW"
"AG-ADM-0193","MODERATE","AGENT_CATALOG_MASTER_v1.risk_level","CATALOG_RISK_MODERATE;DATA_ADMINISTRATIVE_DATA","DOMAIN_REVIEW"
